att_current,att_avg_4w,att_total_drop,att_slope,ia_latest,ia_avg,has_ia_data,backlog_current,backlog_growing,fee_outstanding,weeks_tracked,Family_Income,HighSchool_Grade,Home_Location,Dropout
47.64,51.06,6.84,-6.835,0.0,0.0,0,2,0,1,2,18000,43.8,Rural,1
56.84,58.95,-2.05,0.635,29.4,30.97,1,1,0,0,6,18000,92.4,Semi-Urban,0
35.23,38.16,20.89,-2.433,28.39,31.81,1,2,1,1,8,10000,41.7,Semi-Urban,1
96.09,95.87,-25.24,2.857,31.08,32.04,1,0,0,1,12,10000,55.1,Urban,0
86.25,86.74,-5.36,0.73,40.0,40.0,1,1,0,0,12,75000,63.1,Semi-Urban,0
89.44,86.7,-21.91,2.307,35.19,29.05,1,4,0,0,12,18000,95.5,Urban,0
92.79,89.04,-17.14,1.75,40.0,39.71,1,3,0,0,10,30000,51.4,Semi-Urban,0
46.01,50.38,36.37,-2.84,26.96,23.29,1,0,0,0,14,50000,88.0,Urban,1
78.01,74.35,-35.13,2.395,22.61,21.93,1,0,0,0,15,50000,88.5,Rural,0
93.49,88.56,-38.83,2.983,23.6,24.26,1,0,0,0,15,10000,67.8,Rural,0
86.06,83.85,-4.54,1.377,26.64,25.83,1,2,0,0,6,18000,86.9,Rural,0
21.01,28.34,15.51,-3.579,26.91,22.3,1,4,0,0,5,5000,61.6,Rural,1
84.15,83.29,-5.64,0.996,40.0,40.0,1,4,0,1,6,10000,58.6,Semi-Urban,1
46.22,44.99,-0.41,0.206,18.45,16.69,1,1,1,1,3,30000,88.3,Semi-Urban,1
93.82,89.89,-1.52,0.202,39.42,38.49,1,0,0,0,5,30000,93.2,Semi-Urban,0
100.0,100.0,-16.62,1.275,32.86,26.64,1,1,0,0,13,5000,52.5,Semi-Urban,0
82.76,88.64,11.76,-11.756,0.0,0.0,0,0,0,1,2,18000,58.0,Rural,1
100.0,100.0,-3.83,0.387,29.18,31.51,1,0,0,0,10,5000,58.2,Semi-Urban,0
46.43,54.12,14.84,-4.178,19.36,20.62,1,1,1,1,5,30000,95.1,Rural,1
78.61,71.53,-17.53,2.526,23.14,20.91,1,0,0,1,8,30000,93.4,Rural,0
77.83,83.63,7.18,-0.845,16.43,12.53,1,1,1,1,6,50000,86.1,Urban,0
77.41,77.77,18.49,-1.284,14.91,15.42,1,0,0,0,16,75000,75.5,Rural,0
83.88,83.53,-17.97,1.542,32.77,29.44,1,0,0,0,14,50000,42.5,Rural,0
53.78,53.02,-7.97,1.058,16.93,21.26,1,0,0,0,9,18000,82.9,Semi-Urban,0
46.82,47.99,-1.7,0.595,31.73,33.52,1,2,0,1,7,50000,75.8,Urban,1
85.74,82.19,-14.32,2.741,24.97,27.66,1,3,0,0,6,50000,48.0,Urban,0
77.56,82.21,7.89,-2.295,20.97,16.11,1,0,0,1,4,30000,70.3,Semi-Urban,0
84.57,81.93,-6.89,1.791,28.06,24.8,1,1,0,0,6,10000,88.9,Rural,0
41.7,49.03,44.04,-3.124,13.69,16.13,1,4,1,0,14,5000,83.0,Rural,1
63.33,63.87,-13.21,1.197,39.45,37.97,1,0,0,1,15,5000,91.9,Urban,0
93.35,92.06,-2.58,2.577,0.0,0.0,0,0,0,0,2,50000,46.7,Rural,0
100.0,100.0,-12.22,0.918,28.28,27.94,1,4,0,1,13,10000,45.2,Urban,1
78.27,82.59,10.79,-2.217,18.05,18.41,1,2,0,1,5,30000,88.7,Semi-Urban,1
88.88,82.7,-18.49,1.282,40.0,36.68,1,0,0,0,14,10000,93.3,Semi-Urban,0
50.37,47.86,-1.68,0.957,22.12,25.94,1,0,0,0,5,30000,65.9,Urban,0
78.55,77.03,-8.83,1.81,33.57,33.4,1,0,0,0,7,18000,70.3,Rural,0
71.51,74.62,22.69,-2.21,14.99,12.98,1,0,0,1,10,10000,50.1,Semi-Urban,1
100.0,98.88,-14.41,2.137,23.66,26.83,1,1,0,1,8,18000,73.3,Rural,0
59.2,58.92,0.72,0.191,18.43,20.48,1,0,0,0,10,18000,98.8,Semi-Urban,0
78.17,81.5,7.44,-2.283,20.71,25.31,1,0,0,0,4,30000,79.9,Rural,0
83.7,83.3,-14.86,1.439,40.0,36.99,1,3,0,0,12,75000,94.4,Rural,0
73.75,78.96,19.22,-1.921,29.72,29.16,1,0,0,0,10,50000,94.7,Urban,0
60.21,66.9,13.51,-2.613,8.3,13.96,1,0,0,0,5,18000,65.0,Semi-Urban,0
88.95,83.52,-39.76,2.819,28.07,27.33,1,2,0,0,15,18000,45.1,Urban,0
76.23,72.75,-13.76,1.244,36.26,33.54,1,1,0,1,10,75000,40.1,Rural,0
70.68,73.65,11.26,-1.709,19.47,23.25,1,2,0,0,8,50000,65.8,Semi-Urban,0
36.73,39.03,42.47,-2.874,23.52,23.75,1,2,1,0,15,5000,44.9,Urban,1
29.13,27.99,19.56,-1.586,24.34,24.04,1,1,0,0,14,75000,62.1,Urban,0
100.0,98.93,-31.69,2.341,40.0,40.0,1,0,0,0,16,18000,77.4,Urban,0
21.85,25.84,39.13,-3.184,16.0,16.9,1,0,0,0,14,75000,89.5,Rural,1
83.57,77.86,-31.35,3.146,25.38,30.27,1,0,0,0,10,18000,68.9,Rural,0
61.44,59.82,-3.14,1.086,31.74,32.7,1,1,0,0,4,75000,87.1,Rural,0
91.66,90.68,-3.28,1.639,24.28,25.49,1,4,0,0,3,10000,72.6,Semi-Urban,0
40.17,40.59,-1.38,0.732,37.25,39.22,1,1,0,0,4,30000,70.2,Rural,0
54.05,60.37,15.04,-1.119,15.49,17.18,1,0,0,0,10,30000,45.1,Semi-Urban,0
20.0,22.0,31.61,-2.725,22.76,23.06,1,0,0,1,14,10000,55.2,Semi-Urban,1
47.92,47.39,-6.69,0.666,22.87,22.97,1,2,0,0,12,50000,59.4,Urban,0
68.08,67.99,-0.99,0.317,35.22,30.59,1,0,0,0,4,5000,64.3,Urban,0
96.34,93.69,-16.22,2.858,40.0,38.93,1,0,0,0,7,75000,64.4,Semi-Urban,0
88.48,84.73,-19.44,1.342,19.95,18.86,1,0,0,0,13,30000,91.1,Semi-Urban,0
87.35,83.71,-9.6,2.354,25.0,28.3,1,0,0,0,5,30000,44.7,Rural,0
20.0,20.0,31.88,-2.473,30.77,27.31,1,0,0,1,15,5000,46.8,Rural,1
37.91,41.69,5.02,-1.85,28.5,26.13,1,1,0,0,4,5000,53.4,Rural,1
85.89,87.85,-1.44,0.718,19.08,16.15,1,1,1,1,3,18000,80.1,Rural,0
46.96,52.25,27.84,-3.384,29.13,30.81,1,0,0,1,9,18000,93.2,Urban,1
20.0,22.77,43.01,-3.129,19.0,9.69,1,0,0,0,16,10000,45.6,Urban,1
27.42,33.02,36.04,-2.932,22.59,21.95,1,0,0,0,14,5000,68.2,Rural,1
70.58,71.4,12.76,-1.687,17.54,19.9,1,0,0,1,9,30000,98.2,Semi-Urban,0
41.48,44.85,4.54,-1.031,21.97,21.06,1,0,0,1,5,10000,89.1,Semi-Urban,1
50.6,48.1,-6.11,3.053,31.89,30.11,1,0,0,0,3,75000,54.3,Rural,0
44.11,47.69,1.16,0.423,34.87,33.01,1,0,0,0,7,50000,56.3,Urban,0
82.73,79.21,-10.16,1.655,38.97,35.54,1,0,0,1,7,10000,44.1,Rural,0
43.12,40.56,-6.44,0.625,25.92,19.66,1,0,0,0,8,5000,96.6,Urban,0
65.24,69.28,18.34,-2.817,24.36,23.45,1,2,1,1,7,75000,47.8,Semi-Urban,1
33.24,37.98,37.32,-2.977,18.28,19.1,1,0,0,1,14,18000,80.5,Urban,1
56.22,58.22,3.99,-3.994,0.0,0.0,0,3,1,1,2,18000,44.5,Semi-Urban,1
42.87,42.83,-0.09,0.047,7.89,13.02,1,0,0,0,3,30000,45.4,Semi-Urban,1
71.81,72.24,16.21,-1.963,24.71,25.41,1,0,0,1,11,5000,42.0,Rural,1
68.13,72.08,19.97,-1.74,15.24,15.2,1,0,0,1,14,30000,56.1,Semi-Urban,1
73.92,75.11,19.87,-2.082,15.54,13.41,1,0,0,0,10,30000,71.0,Semi-Urban,0
100.0,100.0,-4.46,0.674,34.99,33.91,1,1,0,0,11,50000,69.3,Urban,0
29.69,35.72,26.31,-1.925,24.18,23.25,1,0,0,1,15,5000,69.5,Semi-Urban,1
57.83,54.47,-5.84,2.919,34.34,31.84,1,2,0,0,3,50000,55.9,Semi-Urban,0
43.55,46.64,16.6,-2.054,15.67,11.83,1,2,0,1,10,30000,54.1,Urban,1
100.0,100.0,-30.37,2.612,37.07,34.91,1,3,0,0,14,18000,67.0,Semi-Urban,0
57.01,62.87,26.61,-1.665,23.88,24.38,1,1,1,1,16,5000,41.0,Urban,1
20.5,24.23,38.1,-3.822,29.75,30.17,1,0,0,0,12,30000,58.5,Urban,1
45.87,44.94,-13.43,1.24,34.81,36.28,1,2,0,0,12,10000,74.4,Semi-Urban,0
73.97,69.71,-8.16,2.717,40.0,36.43,1,1,0,0,4,10000,59.6,Rural,0
71.45,68.95,-6.84,1.386,33.17,35.34,1,0,0,0,7,30000,81.5,Urban,0
91.45,87.92,-14.04,0.902,34.64,31.16,1,1,0,1,13,5000,78.1,Urban,0
35.19,38.33,35.51,-3.276,23.55,26.2,1,0,0,0,11,5000,62.1,Urban,1
97.19,95.49,-14.08,1.151,32.65,39.51,1,0,0,0,14,5000,83.2,Semi-Urban,0
100.0,100.0,-21.67,1.612,38.06,38.8,1,1,0,0,15,18000,57.5,Urban,0
52.97,47.79,-12.06,1.454,17.9,22.6,1,1,0,1,9,18000,53.0,Semi-Urban,1
47.82,50.71,25.63,-5.469,22.73,23.53,1,0,0,1,6,30000,47.1,Urban,1
20.0,20.37,44.37,-2.854,15.13,16.94,1,1,1,1,16,5000,45.3,Rural,1
84.56,82.08,-24.16,1.732,29.89,32.33,1,0,0,0,16,30000,42.3,Urban,0
86.04,84.35,-19.56,1.352,30.18,34.31,1,0,0,0,15,10000,63.4,Rural,0
20.0,24.65,52.73,-3.86,19.2,21.17,1,1,1,0,14,5000,42.8,Rural,1
81.96,77.94,-7.66,2.196,24.12,19.19,1,0,0,1,5,5000,86.2,Urban,0
56.77,49.25,-13.91,4.736,23.43,20.3,1,0,0,0,4,10000,73.5,Rural,0
100.0,100.0,-4.95,0.432,30.58,27.09,1,3,0,0,12,30000,92.2,Semi-Urban,0
64.8,67.04,18.01,-1.057,13.24,17.62,1,0,0,1,15,30000,91.7,Urban,1
34.02,36.12,12.39,-1.245,33.99,28.52,1,0,0,0,9,18000,78.5,Semi-Urban,0
80.51,77.22,-16.21,2.007,21.96,21.54,1,0,0,0,8,75000,62.7,Urban,0
94.68,93.71,-1.94,1.935,0.0,0.0,0,0,0,0,2,75000,59.7,Rural,0
50.5,55.3,32.85,-3.301,11.77,12.16,1,1,0,1,11,30000,70.1,Semi-Urban,1
83.92,78.88,-20.74,2.647,23.24,29.37,1,1,0,0,7,10000,92.3,Urban,0
60.47,65.58,8.27,-3.036,12.88,12.44,1,0,0,0,4,18000,85.0,Semi-Urban,1
21.59,22.13,27.24,-2.691,6.54,13.7,1,0,0,1,11,5000,79.6,Rural,1
51.46,48.9,-15.64,0.848,26.99,24.91,1,1,0,1,16,18000,89.7,Rural,0
85.03,84.07,-3.37,1.683,37.55,40.0,1,0,0,1,3,10000,81.1,Rural,0
51.06,52.06,-4.31,0.543,23.37,23.77,1,0,0,1,12,18000,90.3,Urban,0
74.69,81.83,11.93,-3.926,15.29,17.2,1,0,0,0,4,5000,89.8,Rural,0
90.72,85.62,-14.16,2.201,40.0,39.04,1,0,0,1,6,5000,65.4,Semi-Urban,0
58.72,62.3,25.73,-2.068,30.64,27.73,1,0,0,1,13,10000,76.7,Semi-Urban,1
50.53,47.17,-10.87,3.133,30.7,25.1,1,4,0,1,5,18000,70.1,Semi-Urban,1
81.14,81.89,1.5,-1.495,0.0,0.0,0,0,0,1,2,10000,87.4,Urban,0
80.37,77.04,-12.69,0.886,29.54,30.04,1,0,0,1,14,50000,40.8,Semi-Urban,0
30.82,34.78,24.57,-2.817,24.11,27.95,1,0,0,1,8,18000,75.1,Rural,1
46.76,51.32,30.55,-2.334,33.35,28.56,1,2,0,0,15,75000,75.5,Urban,1
80.13,75.37,-10.72,0.881,35.14,34.71,1,1,0,0,8,75000,52.7,Urban,0
60.97,62.07,3.11,-0.649,23.37,21.68,1,2,0,0,4,5000,42.7,Rural,1
20.0,20.0,17.81,-1.398,11.51,23.49,1,0,0,1,14,50000,90.2,Semi-Urban,1
74.34,78.01,9.16,-2.301,16.31,11.05,1,3,0,0,5,75000,54.0,Rural,1
40.14,43.2,18.38,-2.352,13.81,11.98,1,0,0,1,8,5000,63.3,Rural,1
41.68,43.82,4.29,-4.289,0.0,0.0,0,2,1,1,2,30000,98.3,Rural,1
96.59,94.42,-33.16,2.801,26.9,27.43,1,0,0,1,14,50000,42.8,Rural,0
71.66,67.36,-26.81,2.592,29.67,35.3,1,3,0,1,11,18000,52.9,Urban,0
20.0,21.13,11.96,-2.634,21.11,20.86,1,3,0,1,7,10000,58.1,Urban,1
70.59,67.36,-23.32,1.961,31.63,31.6,1,0,0,1,12,30000,92.3,Urban,0
26.9,31.26,49.32,-3.417,31.0,29.22,1,1,0,0,15,30000,71.4,Semi-Urban,1
20.0,20.0,25.46,-1.792,6.9,13.02,1,4,0,0,14,30000,47.5,Urban,1
30.75,35.75,12.7,-4.611,12.63,10.49,1,0,0,1,4,10000,69.5,Urban,1
64.87,61.09,-17.26,2.0,28.52,26.16,1,1,0,0,9,75000,40.6,Urban,0
100.0,96.65,-20.23,1.889,30.52,36.16,1,0,0,0,12,18000,52.2,Urban,0
93.76,93.45,-1.96,0.728,33.62,28.84,1,0,0,1,4,18000,91.5,Semi-Urban,0
20.0,28.22,19.96,-5.332,28.21,22.37,1,1,0,0,5,18000,50.7,Rural,1
59.18,56.17,-15.21,1.461,32.74,33.86,1,1,0,1,11,30000,76.1,Semi-Urban,0
20.0,20.0,28.24,-2.253,18.82,24.83,1,2,0,1,16,50000,55.0,Semi-Urban,1
31.05,32.09,25.1,-2.601,24.5,20.77,1,1,1,1,11,30000,90.0,Rural,1
60.2,53.44,-9.76,2.972,15.04,21.86,1,0,0,1,4,5000,53.2,Rural,0
43.76,48.73,25.24,-3.186,27.87,28.45,1,2,0,1,9,10000,88.8,Urban,1
30.33,37.8,14.8,-1.333,16.72,11.55,1,0,0,0,10,5000,78.9,Rural,1
70.09,66.92,-9.3,1.179,25.11,26.31,1,1,0,0,8,50000,97.8,Urban,0
53.85,51.56,7.82,-1.805,21.54,27.19,1,0,0,0,6,75000,45.9,Urban,0
86.4,89.41,9.64,-3.05,27.86,23.96,1,0,0,0,5,75000,75.8,Semi-Urban,0
20.0,24.26,47.55,-3.411,15.47,15.82,1,0,0,1,15,18000,58.4,Rural,1
24.38,29.34,47.92,-4.088,13.07,9.98,1,1,1,0,13,5000,54.0,Semi-Urban,1
100.0,100.0,-24.23,2.304,29.26,30.78,1,0,0,0,13,30000,91.7,Semi-Urban,0
59.83,62.65,23.35,-2.782,23.73,22.69,1,0,0,0,10,30000,79.3,Urban,0
20.0,20.0,44.55,-3.287,19.97,23.89,1,2,0,0,16,18000,98.4,Semi-Urban,1
42.63,44.39,7.09,-1.616,18.5,16.43,1,2,1,0,6,5000,83.9,Rural,1
100.0,100.0,-18.82,1.489,28.23,26.48,1,0,0,1,14,50000,88.9,Urban,0
61.56,62.13,-5.1,1.244,27.61,32.28,1,0,0,1,8,5000,48.6,Urban,0
93.57,95.09,3.04,-3.039,0.0,0.0,0,0,0,0,2,10000,72.1,Urban,0
36.33,39.55,39.79,-3.219,24.2,19.87,1,3,1,0,14,10000,48.7,Rural,1
100.0,98.79,-12.26,1.581,40.0,36.33,1,0,0,0,7,30000,85.4,Rural,0
67.12,66.38,-5.67,1.888,25.44,23.38,1,0,0,1,4,30000,92.0,Rural,0
79.47,76.39,-9.44,1.885,34.79,28.47,1,0,0,1,6,10000,53.2,Semi-Urban,0
57.48,64.77,29.85,-3.379,23.57,26.93,1,0,0,1,11,5000,93.1,Urban,1
20.0,21.32,18.21,-2.377,31.48,35.16,1,4,0,0,9,18000,69.8,Rural,1
48.21,45.98,-10.97,3.015,38.33,39.96,1,1,0,1,6,30000,74.0,Rural,1
81.47,81.14,-3.55,0.485,18.72,22.6,1,1,0,1,5,50000,44.2,Semi-Urban,0
26.55,28.34,30.07,-2.04,21.64,16.86,1,0,0,0,16,5000,48.0,Urban,1
63.94,62.65,-18.87,1.55,35.11,38.11,1,0,0,0,15,50000,53.0,Urban,0
85.72,88.5,4.24,-2.118,22.41,21.83,1,3,1,1,3,10000,74.6,Semi-Urban,1
41.73,44.58,17.02,-1.606,6.85,11.48,1,1,1,1,12,10000,90.0,Semi-Urban,1
94.76,88.64,-16.87,2.503,40.0,40.0,1,0,0,0,7,30000,60.2,Rural,0
80.16,78.01,-12.49,2.852,33.75,30.13,1,1,0,0,6,30000,94.5,Rural,0
67.26,65.41,-3.7,3.697,0.0,0.0,0,0,0,1,2,50000,67.2,Semi-Urban,0
23.79,24.98,15.19,-2.981,32.73,24.18,1,0,0,1,6,50000,50.9,Urban,1
26.84,34.92,19.02,-6.227,9.48,7.26,1,0,0,1,4,18000,74.1,Semi-Urban,1
85.24,85.05,5.37,-1.647,17.83,15.95,1,1,1,1,4,5000,82.4,Rural,1
20.74,24.28,32.56,-3.391,13.97,11.27,1,0,0,0,10,5000,52.1,Semi-Urban,1
20.0,20.0,22.43,-2.77,20.29,19.99,1,2,0,0,10,5000,87.7,Rural,1
88.09,85.66,-13.84,1.796,40.0,34.72,1,1,0,1,9,5000,81.8,Semi-Urban,0
59.25,58.16,-5.4,0.934,29.33,31.4,1,1,0,0,8,75000,65.1,Urban,0
71.16,68.22,-15.82,1.2,29.72,32.01,1,1,0,0,13,10000,84.0,Rural,0
100.0,96.67,-17.19,1.192,39.52,36.16,1,0,0,0,14,30000,49.8,Semi-Urban,0
73.81,71.2,-18.97,1.524,34.37,40.0,1,1,0,0,12,30000,94.2,Rural,0
85.17,79.25,-29.72,1.999,25.1,27.89,1,0,0,0,14,75000,95.9,Rural,0
43.39,43.05,20.89,-1.542,15.83,13.58,1,0,0,1,15,5000,89.5,Semi-Urban,1
61.68,60.99,-8.29,0.827,34.43,40.0,1,1,0,1,13,10000,55.5,Urban,0
73.89,74.24,0.72,-0.719,0.0,0.0,0,0,0,0,2,18000,92.6,Rural,0
89.0,85.81,-14.9,1.2,18.1,19.99,1,0,0,1,13,30000,56.7,Urban,0
29.61,33.07,2.84,-0.831,13.41,16.3,1,3,1,1,7,5000,59.1,Semi-Urban,1
26.1,25.15,37.98,-3.075,26.32,25.11,1,0,0,0,15,5000,47.4,Rural,1
97.6,94.25,-9.87,2.393,21.21,27.5,1,0,0,1,5,18000,79.1,Urban,0
49.28,51.08,14.48,-2.749,23.94,23.13,1,0,0,1,7,18000,67.6,Urban,1
92.8,89.44,-6.74,6.738,0.0,0.0,0,3,0,0,2,30000,80.5,Semi-Urban,0
78.88,75.67,-27.49,1.843,40.0,35.54,1,3,0,1,16,50000,81.7,Urban,0
37.43,38.91,0.38,-0.191,26.54,24.02,1,3,0,0,3,75000,60.4,Rural,1
68.09,66.14,-20.2,1.661,33.62,33.93,1,0,0,0,13,75000,50.5,Semi-Urban,0
20.0,20.0,17.78,-1.195,19.57,17.27,1,3,1,0,14,50000,76.1,Urban,1
41.6,41.84,9.83,-2.387,16.98,14.52,1,3,1,1,5,30000,94.7,Urban,1
82.13,77.37,-7.92,0.934,40.0,39.21,1,0,0,0,7,10000,79.0,Rural,0
81.64,78.35,-28.52,1.803,22.1,23.2,1,2,0,1,16,30000,45.3,Semi-Urban,0
65.85,67.48,-3.73,0.42,24.71,20.41,1,0,0,0,11,30000,49.5,Rural,0
61.32,68.46,21.35,-3.272,21.33,23.58,1,0,0,0,7,75000,82.7,Semi-Urban,0
93.47,93.5,1.02,0.131,28.34,28.8,1,0,0,0,9,50000,86.2,Urban,0
57.41,54.78,-5.23,2.384,22.02,24.11,1,2,0,1,4,18000,79.7,Rural,0
62.14,61.57,-7.08,0.563,23.88,23.93,1,1,0,0,12,50000,53.4,Semi-Urban,0
72.01,69.62,-16.01,1.871,34.72,39.61,1,4,0,1,10,30000,89.2,Urban,0
34.55,32.03,15.8,-2.147,12.52,16.95,1,3,1,0,9,10000,91.8,Urban,1
48.76,47.1,-6.59,0.624,29.45,34.55,1,2,0,0,13,50000,60.4,Rural,0
80.71,78.52,-4.22,2.11,35.19,36.51,1,0,0,0,3,30000,80.3,Semi-Urban,0
20.0,20.0,15.5,-1.158,7.58,11.52,1,0,0,1,15,30000,54.2,Rural,1
63.69,71.51,14.41,-4.733,22.29,24.21,1,0,0,1,4,5000,76.9,Urban,1
90.37,89.41,-1.92,1.924,0.0,0.0,0,1,0,0,2,10000,47.0,Semi-Urban,0
85.41,85.19,-0.6,0.303,18.17,22.37,1,1,0,1,10,75000,77.8,Semi-Urban,0
66.23,69.69,10.68,-1.731,28.19,26.26,1,1,0,1,7,5000,66.3,Urban,1
100.0,100.0,-11.63,0.949,33.01,28.62,1,1,0,1,13,10000,63.6,Rural,0
92.82,90.77,-31.59,2.485,35.17,34.36,1,0,0,0,14,50000,64.7,Rural,0
76.32,75.33,-1.99,1.985,0.0,0.0,0,0,0,0,2,18000,84.7,Rural,0
32.01,32.36,7.06,-2.01,20.85,20.35,1,1,0,1,7,10000,54.7,Semi-Urban,1
59.57,61.68,11.12,-1.542,15.64,15.29,1,1,1,0,10,50000,72.9,Rural,1
84.26,78.94,-25.76,2.648,20.74,22.48,1,2,0,1,11,10000,63.2,Semi-Urban,0
20.0,20.0,19.86,-1.247,16.78,20.46,1,0,0,0,14,10000,56.2,Rural,1
44.01,48.09,17.79,-2.001,23.03,24.08,1,0,0,0,11,18000,57.3,Rural,1
28.85,37.28,27.73,-2.889,22.11,26.72,1,0,0,1,10,5000,43.9,Urban,1
41.43,42.49,2.13,-2.126,0.0,0.0,0,1,0,0,2,10000,42.0,Semi-Urban,1
94.63,92.44,-8.68,1.753,30.66,32.42,1,2,0,0,6,18000,55.1,Urban,0
83.88,85.49,10.27,-0.987,7.94,13.38,1,1,1,0,10,75000,91.3,Semi-Urban,0
20.0,24.85,28.11,-3.085,27.62,27.04,1,0,0,0,9,10000,50.4,Urban,1
80.34,80.08,-8.64,1.252,39.22,33.03,1,0,0,0,8,18000,90.9,Urban,0
81.74,79.82,-23.5,2.909,22.97,21.91,1,0,0,1,10,50000,69.6,Rural,0
96.06,93.93,-18.18,2.194,34.54,36.67,1,3,0,0,9,30000,43.8,Rural,0
87.36,81.87,-21.72,2.98,31.87,28.4,1,0,0,1,8,5000,83.0,Semi-Urban,0
66.72,70.95,6.0,-1.796,14.64,12.67,1,0,0,0,5,5000,54.7,Rural,1
81.25,88.19,4.91,-1.404,25.8,21.12,1,1,1,1,5,30000,53.2,Urban,0
34.76,36.79,3.03,-1.513,28.93,28.49,1,0,0,1,3,30000,81.2,Rural,0
63.22,58.36,-5.9,2.064,24.09,22.04,1,0,0,0,4,30000,42.0,Urban,0
32.68,39.2,45.22,-3.125,18.77,19.84,1,4,1,1,15,10000,50.4,Semi-Urban,1
56.35,59.8,13.65,-2.034,10.87,13.06,1,3,1,0,9,5000,79.7,Urban,1
80.96,80.22,-2.3,1.149,35.78,36.68,1,1,0,1,3,10000,62.3,Semi-Urban,0
45.19,47.46,14.87,-1.297,11.4,13.13,1,4,1,1,13,10000,72.2,Rural,1
45.46,47.42,11.22,-1.151,18.75,18.13,1,4,1,1,8,30000,97.6,Semi-Urban,1
97.82,96.42,-5.53,0.871,27.74,27.52,1,0,0,1,7,10000,92.0,Rural,0
67.34,67.42,-15.44,1.371,26.62,27.15,1,1,0,0,13,30000,48.1,Urban,0
67.85,63.82,-13.65,1.521,26.64,22.7,1,0,0,0,9,50000,49.4,Semi-Urban,0
69.95,70.34,-4.6,0.947,24.93,23.75,1,0,0,0,8,30000,46.4,Rural,0
89.63,88.01,-4.33,0.708,34.54,34.31,1,0,0,0,7,30000,53.1,Rural,0
71.88,74.21,4.65,-4.651,0.0,0.0,0,0,0,1,2,10000,76.8,Urban,1
100.0,96.26,-32.21,2.471,30.17,34.01,1,0,0,1,14,75000,40.0,Urban,0
64.29,70.25,26.46,-2.443,15.83,12.73,1,1,1,1,11,5000,50.9,Rural,1
40.73,46.1,42.27,-2.827,30.8,25.67,1,1,1,0,16,50000,98.4,Semi-Urban,1
92.49,86.26,-14.95,2.048,37.59,37.44,1,2,0,0,8,18000,86.3,Urban,0
68.07,69.01,-10.72,0.818,19.25,24.17,1,1,0,1,16,30000,40.6,Semi-Urban,0
20.0,20.0,22.18,-2.588,14.25,16.6,1,0,0,0,10,10000,65.7,Rural,1
63.65,65.05,6.31,-1.235,11.35,13.05,1,3,1,0,7,75000,69.4,Rural,1
62.09,55.48,-21.79,2.037,27.96,30.46,1,0,0,1,10,5000,75.1,Urban,0
76.19,74.71,-5.52,1.146,30.9,30.6,1,1,0,0,6,50000,86.7,Urban,0
54.2,58.91,9.73,-1.766,27.14,25.55,1,0,0,0,5,30000,56.2,Semi-Urban,0
100.0,100.0,-5.67,0.361,34.13,32.82,1,0,0,0,15,30000,40.1,Urban,0
49.18,47.37,-4.02,1.253,32.64,34.44,1,0,0,0,4,5000,45.6,Semi-Urban,0
51.1,54.43,9.02,-1.527,16.14,13.82,1,1,0,1,7,5000,75.2,Rural,1
43.54,41.88,-3.48,1.182,24.32,21.27,1,3,0,0,4,18000,85.2,Semi-Urban,1
80.01,77.41,-7.55,1.066,33.71,36.35,1,3,0,0,8,18000,53.0,Urban,0
50.29,48.02,-7.99,1.197,27.13,24.14,1,1,0,0,8,50000,83.8,Urban,0
58.82,65.81,26.85,-2.886,30.07,24.21,1,0,0,1,9,10000,68.6,Urban,1
48.52,51.95,27.94,-2.059,13.44,9.11,1,1,1,1,15,30000,90.6,Semi-Urban,1
59.3,54.98,-8.64,8.642,0.0,0.0,0,0,0,0,2,30000,95.1,Urban,0
88.46,84.83,-21.65,1.859,30.2,40.0,1,2,0,1,11,10000,74.5,Urban,0
43.19,45.42,21.98,-2.694,28.38,26.64,1,3,0,0,10,5000,45.2,Urban,1
68.58,66.97,-4.16,0.135,21.52,21.61,1,3,0,1,10,5000,80.2,Urban,1
91.04,89.39,-12.23,1.082,27.21,28.73,1,1,0,1,13,50000,64.2,Urban,0
86.57,85.79,-12.9,1.977,36.47,37.83,1,0,0,0,9,50000,49.8,Semi-Urban,0
36.67,39.01,23.15,-2.566,23.9,24.55,1,1,0,0,12,5000,69.0,Rural,1
76.37,78.91,5.09,-5.088,0.0,0.0,0,0,0,1,2,10000,82.8,Semi-Urban,0
87.76,83.84,-5.91,1.368,18.18,21.59,1,0,0,0,5,18000,90.6,Urban,0
48.39,51.89,8.89,-2.378,26.31,29.57,1,0,0,0,5,10000,55.4,Urban,1
34.39,37.39,29.24,-1.919,29.18,29.89,1,0,0,0,16,18000,57.7,Rural,1
64.5,62.75,-23.22,1.686,30.98,36.94,1,3,0,0,15,75000,72.0,Semi-Urban,0
60.53,67.44,16.64,-2.961,24.82,27.3,1,0,0,0,6,75000,83.5,Semi-Urban,0
90.47,87.53,-24.81,1.88,24.43,22.01,1,0,0,1,14,30000,76.5,Rural,0
77.29,74.72,-9.45,1.603,32.29,28.31,1,1,0,0,8,50000,89.2,Semi-Urban,0
49.59,47.96,-3.01,1.374,23.35,24.13,1,0,0,0,4,75000,74.0,Rural,0
50.35,50.4,0.12,-0.117,0.0,0.0,0,0,0,0,2,10000,52.7,Urban,0
65.47,72.98,15.19,-4.332,27.79,28.29,1,0,0,1,4,18000,48.2,Urban,1
53.77,50.89,-15.79,1.754,36.12,34.87,1,0,0,0,10,50000,51.5,Urban,0
